route_name,start_time,end_time,runtime,in/outbound,stop_1,stop_2,stop_3,stop_4,stop_5,stop_6,stop_7,stop_8
Mean_Green,7:50,8:03,0:13,in,7:59,8:02,8:03,,,,,
Mean_Green,7:50,8:03,0:13,out,7:50,7:53,7:54,7:55,,,,
Mean_Green,8:15,8:28,0:13,in,8:24,8:27,8:28,,,,,
Mean_Green,8:15,8:28,0:13,out,8:15,8:18,8:19,8:20,,,,
Mean_Green,8:43,8:56,0:13,in,8:51,8:54,8:55,,,,,
Mean_Green,8:43,8:56,0:13,out,8:43,8:46,8:47,8:48,,,,
Mean_Green,9:08,9:21,0:13,in,9:16,9:19,9:20,,,,,
Mean_Green,9:08,9:21,0:13,out,9:08,9:11,9:12,9:13,,,,
Mean_Green,9:32,9:45,0:13,in,9:39,9:42,9:43,,,,,
Mean_Green,9:32,9:45,0:13,out,9:32,9:35,9:36,9:37,,,,
Mean_Green,9:55,10:08,0:13,in,10:04,10:07,10:08,,,,,
Mean_Green,9:55,10:08,0:13,out,9:55,9:58,9:59,10:00,,,,
Mean_Green,10:20,10:33,0:13,in,10:29,10:32,10:33,,,,,
Mean_Green,10:20,10:33,0:13,out,10:20,10:23,10:24,10:25,,,,
Mean_Green,10:48,11:01,0:13,in,10:55,10:58,10:59,,,,,
Mean_Green,10:48,11:01,0:13,out,10:48,10:51,10:52,10:53,,,,
Mean_Green,11:10,11:23,0:13,in,11:19,11:22,11:23,,,,,
Mean_Green,11:10,11:23,0:13,out,11:10,11:13,11:14,11:15,,,,
Mean_Green,11:35,11:48,0:13,in,11:44,11:47,11:48,,,,,
Mean_Green,11:35,11:48,0:13,out,11:35,11:38,11:39,11:40,,,,
Mean_Green,12:00,12:13,0:13,in,12:09,12:12,12:13,,,,,
Mean_Green,12:00,12:13,0:13,out,12:00,12:03,12:04,12:05,,,,
Mean_Green,12:28,12:41,0:13,in,12:35,12:38,12:39,,,,,
Mean_Green,12:28,12:41,0:13,out,12:28,12:31,12:32,12:33,,,,
Mean_Green,12:50,13:03,0:13,in,12:59,13:02,13:03,,,,,
Mean_Green,12:50,13:03,0:13,out,12:50,12:53,12:54,12:55,,,,
Mean_Green,1:15,1:28,0:13,in,1:24,1:27,1:28,,,,,
Mean_Green,1:15,1:28,0:13,out,1:15,1:18,1:19,1:20,,,,
Mean_Green,1:43,1:56,0:13,in,1:50,1:53,1:54,,,,,
Mean_Green,1:43,1:56,0:13,out,1:43,1:46,1:47,1:48,,,,
Mean_Green,2:05,2:18,0:13,in,2:14,2:17,2:18,,,,,
Mean_Green,2:05,2:18,0:13,out,2:05,2:08,2:09,2:10,,,,
Mean_Green,2:30,2:43,0:13,in,2:39,2:42,2:43,,,,,
Mean_Green,2:30,2:43,0:13,out,2:30,2:33,2:34,2:35,,,,
Mean_Green,2:58,3:11,0:13,in,3:05,3:08,3:09,,,,,
Mean_Green,2:58,3:11,0:13,out,2:58,3:01,3:02,3:03,,,,
Mean_Green,3:20,3:33,0:13,in,3:29,3:32,3:33,,,,,
Mean_Green,3:20,3:33,0:13,out,3:20,3:23,3:24,3:25,,,,
Mean_Green,3:45,3:58,0:13,in,3:54,3:57,3:58,,,,,
Mean_Green,3:45,3:58,0:13,out,3:45,3:48,3:49,3:50,,,,
Mean_Green,4:13,4:26,0:13,in,4:20,4:23,4:24,,,,,
Mean_Green,4:13,4:26,0:13,out,4:13,4:16,4:17,4:18,,,,
Mean_Green,4:35,4:48,0:13,in,4:44,4:47,4:48,,,,,
Mean_Green,4:35,4:48,0:13,out,4:35,4:38,4:39,4:40,,,,
